index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
1850,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the sun if and only if they are not in the clouds. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the clouds","When Selene goes to the sun, she will be in the clouds.",False
1851,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the clouds if and only if they are not in the sun. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the sun","When Selene leaves the sun, she will be in the clouds.",True
1852,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the clouds if and only if they are not in the sun. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the clouds",Selene will be in the sun after she goes there.,True
1853,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the clouds if and only if they are not in the sun. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the sun",Selene will be in the clouds after she leaves the sun.,True
1854,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the clouds if and only if they are not in the sun. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the sun",Selene will be in the sun after she leaves the sun.,False
1855,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A person is in the clouds if and only if they are not in the sun. When Selene goes to the sun, she will normally be in the sun. When Selene leaves the sun, she will normally be in the clouds. Going to the sun is an exception to this rule. Initially Selene is in the clouds",Selene will be in the clouds after she leaves the sun.,False
1856,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A and block B are on the floor. Initially a tower is not made.","After the Robot grasps block A, waits, and the moves block A on top of block B, a tower will be made on the floor.",True
1857,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A and block B are on the floor. Initially a tower is not made.","After the Robot grasps block A and moves block A next to block B, a tower will be made on the floor.",False
1858,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A and block B are on the floor. Initially a tower is not made.","After the Robot grasps block A and waits, a tower will be made on the floor.",False
1859,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A and block B are on the floor. Initially a tower is not made.","After the Robot grasps block A, a tower will be made on the floor.",False
1860,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A is on the floor and block B is in the hand. Initially a tower is not made.","After the Robot moves block A next to block B, a tower will be made on the floor.",False
1861,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A is on the floor and block B is in the hand. Initially a tower is not made.","After the Robot grasps block B and moves block B on top of block A, a tower will be made on the floor.",True
1862,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A is on the floor and block B is in the hand. Initially a tower is made.","After the Robot grasps block B and moves block B on top of block A, a tower will not be made on the floor.",False
1863,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. There are 2 blocks on the floor. When the robot grasps a block, the block will normally be in the hand. When the robot moves a block on top of another block, it will make a tower. Moving a block next to another block is an exception to this rule. Initially block A is on the floor and block B is in the hand. Initially a tower is not made.","After the Robot grasps block B and moves block B next to block A, a tower will be made on the floor.",False
1864,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is not at school","After Bob grabs a bag, waits, and then moves it onto the table, Bob is not at school.",True
1865,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is not at school","After Bob grabs a bag and then moves it onto the table, Bob is at school.",True
1866,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is at school","After Bob moves a bag onto the table, Bob is not at school.",True
1867,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is at school","After Bob grabs a bag, Bob is at school.",True
1868,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is not at school","After Bob grabs a bag and then moves it onto the table, Bob is at school.",False
1869,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is at school","After Bob grabs a bag and then moves it onto the table, Bob is not at school.",False
1870,Reasoning about Action,Temporal Projection with Ramifications.,D3,"After an action is performed, things normally remain as they were. A bag is on the table if and only if Bob is not at school. When Bob grabs a bag, he will normally be at school. When Bob moves a bag onto the table, the bag will normally be on the table. Initially Bob is not at school","After Bob moves a bag onto the table, Bob is at school.",False
1871,Propositional Logic,Modus Tollens,P2,If Bob falls off the bike he will be injured.. Bob is not injured,Bob did not fall off the bike.,True
1872,Propositional Logic,Modus Tollens,P2,If I get 50 marks in my mid-term I will fail.. I did not fail.,I did not get 50 marks in my mid-term.,True
1873,Propositional Logic,Modus Tollens,P2,If both teams test negative for COVID the match will be played today.. The match was not played today.,Both teams did not test negative for COVID.,True
1874,Propositional Logic,Modus Tollens,P2,If Bob gets married he will go to Hawaii.. Bob didn't go to Hawaii,Bob didn't get married.,True
1875,Propositional Logic,Modus Tollens,P2,If Bob was drinking and driving he would be fined for 500$.. Bob was not fined 500$.,Bob was not drinking and driving.,True
1876,Propositional Logic,Modus Tollens,P2,If I put this shirt in the washing machine it will shrink.. The shirt did not shrink.,I did not put this shirt in the washing machine.,True
1877,Propositional Logic,Modus Tollens,P2,If I don't study I will fail the test.. I passed the test.,I studied.,True
1878,Propositional Logic,Modus Tollens,P2,If I take the bus I will be late for my appointment.. I am not late for my appointment.,I did not take the bus.,True
1879,Propositional Logic,Modus Tollens,P2,If I eat unhealthy food I will feel sick.. I am not sick.,I did not eat unhealthy food.,True
1880,Propositional Logic,Modus Tollens,P2,"If the light is green, then the car will go.. The car did not go.",The light was not green.,True
1881,Propositional Logic,Modus Tollens,P2,"If the oven is on, then it will be hot.. The oven is not hot.",The oven is not on.,True
1882,Propositional Logic,Modus Tollens,P2,"If I study for the test, then I will do well.. I did not do well on the test.",I did not study for the test.,True
1883,Propositional Logic,Modus Tollens,P2,"If I drink coffee, then I will be awake.. I am not awake.",I did not drink coffee.,True
1884,Propositional Logic,Modus Tollens,P2,"If I take the medicine, then I will get better.. I am not better.",I did not take the medicine.,True
1885,Propositional Logic,Modus Tollens,P2,"If I do my homework, then I will get a good grade.. I did not get a good grade.",I did not do my homework.,True
1886,Propositional Logic,Modus Tollens,P2,"If I skip class, then I will get a bad grade.. I did not get a bad grade.",I did not skip class.,True
1887,Propositional Logic,Modus Tollens,P2,"If I turn off the light, then it will be dark.. It is not dark.",I did not turn off the light.,True
1888,Propositional Logic,Modus Tollens,P2,"If I close the door, then the room will be dark.. The room is not dark.",I did not close the door.,True
1889,Propositional Logic,Modus Tollens,P2,"If I eat breakfast, then I will not be hungry.. I am hungry.",I did not eat breakfast.,True
1890,Propositional Logic,Modus Tollens,P2,"If I go outside, then I will be cold.. I am not cold.",I did not go outside.,True
1891,Propositional Logic,Modus Tollens,P2,"If I set an alarm, then I will wake up on time.. I did not wake up on time.",I did not set an alarm.,True
1892,Propositional Logic,Modus Tollens,P2,"If I feed the dog, then he will be happy.. The dog is not happy.",I did not feed the dog.,True
1893,Propositional Logic,Modus Tollens,P2,"If I take a shower, then I will be clean.. I am not clean.",I did not take a shower.,True
1894,Propositional Logic,Modus Tollens,P2,"If I brush my teeth, then my breath will not be bad.. My breath is bad.",I did not brush my teeth.,True
1895,Propositional Logic,Modus Tollens,P2,"If I do the dishes, then the sink will be clean.. The sink is not clean.",I did not do the dishes.,True
1896,Propositional Logic,Modus Tollens,P2,"If I make my bed, then it will be messy.. My bed is not messy.",I did not make my bed.,True
1897,Propositional Logic,Modus Tollens,P2,"If I clean my room, then it will be tidy.. My room is not tidy.",I did not clean my room.,True
1898,Propositional Logic,Modus Tollens,P2,"If I put gas in the car, then it will run out of gas.. The car did not run out of gas.",I did not put gas in the car.,True
1899,Propositional Logic,Modus Tollens,P2,"If I turn on the TV, then there will be a movie playing.. There is not a movie playing.",I did not turn on the TV.,True
1900,Propositional Logic,Modus Tollens,P2,"If I change the channel, then the TV will be on a different channel.. The TV is not on a different channel.",I did not change the channel.,True
1901,Propositional Logic,Modus Tollens,P2,"If I pay the bill, then the service will be disconnected.. The service is not disconnected.",I did not pay the bill.,True
1902,Propositional Logic,Modus Tollens,P2,"If I water the plant, then it will die.. The plant did not die.",I did not water the plant.,True
1903,Propositional Logic,Modus Tollens,P2,"If I put the plant in the sun, then it will die.. The plant did not die.",I did not put the plant in the sun.,True
1904,Propositional Logic,Modus Tollens,P2,"If I put the plant in the shade, then it will not die.. The plant died.",I did not put the plant in the shade.,True
1905,Propositional Logic,Modus Tollens,P2,"If I put the plant in the dark, then it will die.. The plant did not die.",I did not put the plant in the dark.,True
1906,Propositional Logic,Modus Tollens,P2,"If I don't water the plant, then it will die.. The plant did not die.",I watered the plant.,True
1907,Propositional Logic,Modus Tollens,P2,"If I plant the seed, then a plant will grow.. A plant did not grow.",I did not plant the seed.,True
1908,Propositional Logic,Modus Tollens,P2,"If I turn on the computer, then it will make a noise.. The computer is not making a noise.",I did not turn on the computer.,True
1909,Propositional Logic,Modus Tollens,P2,"If I touch the hot stove, then I will get burned.. I am not burned.",I did not touch the hot stove.,True
1910,Propositional Logic,Modus Tollens,P2,"If I put my hand in the fire, then I will get burned.. I am not burned.",I did not put my hand in the fire.,True
1911,Propositional Logic,Modus Tollens,P2,"If there is a fire, then the smoke alarm will go off.. The smoke alarm is not going off.",There is not a fire.,True
1912,Propositional Logic,Modus Tollens,P2,"If I hit the nail with the hammer, then it will go into the wood.. The nail is not in the wood.",I did not hit the nail with the hammer.,True
1913,Propositional Logic,Modus Tollens,P2,"If I drop the glass, then it will break.. The glass did not break.",I did not drop the glass.,True
1914,Propositional Logic,Modus Tollens,P2,"If I put the glass on the table, then it will not break.. The glass broke.",I did not put the glass on the table.,True
1915,Propositional Logic,Modus Tollens,P2,"If I put the glass on the floor, then it will break.. The glass did not break.",I did not put the glass on the floor.,True
1916,Propositional Logic,Modus Tollens,P2,"If I don't put the glass on the table, then it will break.. The glass did not break.",I put the glass on the table.,True
1917,Propositional Logic,Modus Tollens,P2,"If I put the book on the shelf, then it will not be on the table.. The book is on the table.",I did not put the book on the shelf.,True
1918,Propositional Logic,Modus Tollens,P2,"If I take the book off the shelf, then it will be on the table.. The book is not on the table.",I did not take the book off the shelf.,True
1919,Propositional Logic,Modus Tollens,P2,"If I don't put the book on the shelf, then it will be on the table.. The book is not on the table.",I put the book on the shelf.,True
1920,Propositional Logic,Modus Tollens,P2,"If I put the book on the shelf, then it will be in the library.. The book is not in the library.",I did not put the book on the shelf.,True
1921,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot waits and then moves an item, the item will be in the shopping cart.",False
1922,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","After the robot grasps an item, waits, and the movies into the shopping cart, the item will be in the shopping cart.",True
1923,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot grasps an item and then waits, the item will be in the hand.",True
1924,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot grasps an item and then waits, the item will be on the table.",False
1925,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot grasps an item, waits, and then moves the item into the shopping cart, the item will be in the hand.",False
1926,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When the robot grasps an item, the item will normally be in its hand.. When the robot moves an item into the shopping cart, the item will normally be in the shopping cart.. Moving an item that is not in the hand is an exception to this rule.. Initially the item is not in the hand.. Initially, the item is not on the table.","The robot grasps an item, waits, and then moves the item into the shopping cart, the item will be on the table.",False
1927,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob does not have guests.","When Bob goes out of the house, the house will be empty.",True
1928,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob does not have guests.","When Bob goes out of the house, he will have guests.",False
1929,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob does not have guests.","Bob goes out of the house, the house will not be empty.",False
1930,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. When Bob goes out of the house, he will normally be at work.. When Bob is at work, the house will normally be empty.. Bob having guests at home is an exception to this rule.. Initially Bob is not at work.. Initially Bob does not have guests.","Bob goes out of the house, he will have guests.",False
1931,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.","When an animal leaves its habitat, it is hungry.",True
1932,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.","When an animal leaves its habitat, it is not hungry.",False
1933,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that leave their habitat are usually looking for food.,True
1934,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that leave their habitat are not usually looking for food.,False
1935,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that are looking for food will usually leave their habitat.,True
1936,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that are not looking for food will usually leave their habitat.,False
1937,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that are hungry will usually leave their habitat.,True
1938,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.",Animals that are not hungry will usually leave their habitat.,False
1939,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.","When an animal is hungry, it will usually leave its habitat.",True
1940,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Animals usually stay in their habitat.. When an animal leaves its habitat, it is usually because it is looking for food.. When an animal is looking for food, it will usually be hungry.. Animals that are not looking for food is an exception to this rule.","When an animal is not hungry, it will usually leave its habitat.",False
1941,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When Zeus is angry, someone has disobeyed him.",True
1942,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When Zeus is angry, someone has not disobeyed him.",False
1943,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has disobeyed Zeus, Zeus will be angry.",True
1944,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has not disobeyed Zeus, Zeus will be angry.",False
1945,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When Zeus is angry, someone will usually be punished.",True
1946,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When Zeus is angry, someone will not usually be punished.",False
1947,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has disobeyed Zeus, they will usually be punished by Zeus.",True
1948,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has disobeyed Zeus, they will not usually be punished by Zeus.",False
1949,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has not been punished by Zeus, they will usually have disobeyed him.",False
1950,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has been punished by Zeus, they will usually have disobeyed him.",True
1951,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has disobeyed Zeus, they will not usually be punished by Zeus.",False
1952,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has not been punished by Zeus, they will usually have disobeyed him.",False
1953,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Zeus is the king of the gods.. When Zeus is angry, it usually means that someone has disobeyed him.. When someone has disobeyed Zeus, they will usually be punished.. Someone being punished by Zeus is an exception to this rule.","When someone has been punished by Zeus, they will usually have disobeyed him.",True
1954,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Sharks are predators.. When a shark is hungry, it will usually attack and eat its prey.. When a shark does not attack and eat its prey, it is an exception to this rule.","When a shark is not hungry, it will not attack and eat its prey.",True
1955,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Sharks are predators.. When a shark is hungry, it will usually attack and eat its prey.. When a shark does not attack and eat its prey, it is an exception to this rule.","When a shark is hungry, it will attack and eat its prey.",True
1956,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Sharks are predators.. When a shark is hungry, it will usually attack and eat its prey.. When a shark does not attack and eat its prey, it is an exception to this rule.","When a shark is not hungry, it will attack and eat its prey.",False
1957,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Sharks are predators.. When a shark is hungry, it will usually attack and eat its prey.. When a shark does not attack and eat its prey, it is an exception to this rule.","When a shark does not attack and eat its prey, it is not hungry.",True
1958,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Sharks are predators.. When a shark is hungry, it will usually attack and eat its prey.. When a shark does not attack and eat its prey, it is an exception to this rule.","When a shark does not attack and eat its prey, it is not an exception to this rule.",False
1959,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Robots are machines.. When a robot is turned on, it will usually do what it is programmed to do.. When a robot does not do what it is programmed to do, it is an exception to this rule.","When a robot is turned on, it will do what it is programmed to do.",True
1960,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Robots are machines.. When a robot is turned on, it will usually do what it is programmed to do.. When a robot does not do what it is programmed to do, it is an exception to this rule.","When a robot is not turned on, it will do what it is programmed to do.",False
1961,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Robots are machines.. When a robot is turned on, it will usually do what it is programmed to do.. When a robot does not do what it is programmed to do, it is an exception to this rule.","When a robot does not do what it is programmed to do, it is not turned on.",True
1962,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Robots are machines.. When a robot is turned on, it will usually do what it is programmed to do.. When a robot does not do what it is programmed to do, it is an exception to this rule.","When a robot does not do what it is programmed to do, it is not an exception to this rule.",False
1963,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Mermaids are creatures of the sea.. When a mermaid is happy, she will usually sing.. When a mermaid does not sing, she is an exception to this rule.","When a mermaid is happy, she will sing.",True
1964,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Mermaids are creatures of the sea.. When a mermaid is happy, she will usually sing.. When a mermaid does not sing, she is an exception to this rule.","When a mermaid is not happy, she will sing.",False
1965,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Mermaids are creatures of the sea.. When a mermaid is happy, she will usually sing.. When a mermaid sings, the ocean is calm.. When a mermaid does not sing, it is an exception to this rule.","When a mermaid is not happy, and does not sing, the ocean will be calm",False
1966,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Mermaids are creatures of the sea.. When a mermaid is happy, she will usually sing.. When a mermaid sings, the ocean is calm.. When a mermaid does not sing, it is an exception to this rule.. ","When a mermaid is happy, she will sing, and the ocean will be calm.",True
1967,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Mermaids are creatures of the sea.. When a mermaid is happy, she will usually sing.. When a mermaid sings, the ocean is calm.. When a mermaid does not sing, it is an exception to this rule.. ","When a mermaid is happy, she will sing, and the ocean will not be calm.",False
1968,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Julius Caesar was a politician.. When Julius Caesar was assassinated, he died.. When Julius Caesar died, there was a protest.. When Julius Caesar did not die, it is an exception to this rule.","When Julius Caesar was assassinated, he died, and then there was a protest.",True
1969,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Julius Caesar was a politician.. When Julius Caesar was assassinated, he died.. When Julius Caesar died, there was a protest.. When Julius Caesar did not die, it is an exception to this rule.","When Julius Caesar was assassinated, he died, and then there was no protest.",False
1970,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Julius Caesar was a politician.. When Julius Caesar was assassinated, he died.. When Julius Caesar died, there was a protest.. When Julius Caesar did not die, it is an exception to this rule.","When Julius Caesar was assassinated, he did not die.",False
1971,Reasoning about Action,Temporal Projection,D2,"After an action is performed, things normally remain as they were.. Julius Caesar was a politician.. When Julius Caesar was assassinated, he died.. When Julius Caesar died, there was a protest.. When Julius Caesar did not die, it is an exception to this rule.","When Julius Caesar was assassinated, he did not die, and there was no protest.",False
