,premise,hypothesis,gold,predict,error
924,"Marge believes that nuclear power is dangerous. Homer believes that nuclear power is safe. When Marge believes something, she is generally right. When Homer believes something, he is generally right. Marge's evidence is more reliable than Homer's",Nuclear power is not dangerous.,0,0,0
925,"Lisa believes that homework is important. Maggie believes that homework is not important. When Lisa believes something, she is generally right. When Maggie believes something, she is generally right. Lisa's evidence is more reliable than Maggie's",Homework is not important.,0,1,1
926,"Bart believes that mischief is always fun. Lisa believes that there are some circumstances where mischief is not fun. When Bart believes something, he is generally right. When Lisa believes something, she is generally right. Bart's evidence is more reliable than Lisa's",Mischief is not always fun.,0,1,1
927,"Marge believes that alcohol is dangerous. Homer believes that alcohol is not dangerous. When Marge believes something, she is generally right. When Homer believes something, he is generally right. Marge's evidence is more reliable than Homer's",Alcohol is not dangerous.,0,0,0
928,"Bart believes that school is always boring. Lisa believes that there are some circumstances where school is not boring. When Bart believes something, he is generally right. When Lisa believes something, she is generally right. Bart's evidence is more reliable than Lisa's",School is not always boring.,0,1,1
929,"Marge believes that smoking is dangerous. Homer believes that smoking is not dangerous. When Marge believes something, she is generally right. When Homer believes something, he is generally right. Marge's evidence is more reliable than Homer's",Smoking is not dangerous.,0,1,1
930,"Lisa believes that eating healthy is important. Maggie believes that eating healthy is not important. When Lisa believes something, she is generally right. When Maggie believes something, she is generally right. Lisa's evidence is more reliable than Maggie's",Eating healthy is not important.,0,1,1
931,"Bart believes that being lazy is always fun. Lisa believes that there are some circumstances where being lazy is not fun. When Bart believes something, he is generally right. When Lisa believes something, she is generally right. Bart's evidence is more reliable than Lisa's",Being lazy is not always fun.,0,1,1
932,"Patty believes that Springfield is the best city in the world. Selma believes that Springfield is the worst city in the world. When Patty believes something, she is generally right. When Selma believes something, she is generally right. Patty's evidence is more reliable than Selma's",Springfield is not the best city in the world.,0,0,0
933,If I am happy then I am smiling;and if I am smiling then I am not sad;but I am happy or I am sad;,therefore I am smiling or I am not happy.,1,1,0
934,If I am at home then I am in my house;and if I am in my house then I am not outside;but I am at home or I am outside;,therefore I am in my house or I am not at home.,1,1,0
935,If I am watching a movie then it is playing;and if it is playing then it is not paused;but I am watching a movie or it is paused;,therefore it is playing or I am not watching a movie.,1,1,0
936,If I am at school then I am in class;and if I am in class then I am not out of school;but I am at school or I am out of school;,therefore I am in class or I am not at school.,1,1,0
937,If I am at work then I am in the office;and if I am in the office then I am not out of work;but I am at work or I am out of work;,therefore I am in the office or I am not at work.,1,1,0
938,If it is raining then the ground is wet;and if the ground is wet then the grass is wet;but it is raining or the grass is not wet;,therefore the ground is wet or it is not raining.,1,1,0
939,If I am cold then I am shivering;and if I am shivering then I am not warm;but I am cold or I am warm;,therefore I am shivering or I am not cold.,1,1,0
940,If I am awake then I am not asleep;and if I am not asleep then I am not tired;but I am awake or I am tired;,therefore I am not asleep or I am not tired.,1,1,0
941,If I am hungry then I am craving food;and if I am craving food then I am not full;but I am hungry or I am full;,therefore I am craving food or I am not hungry.,1,1,0
942,If I am sad then I am not happy;and if I am not happy then I am not smiling;but I am sad or I am smiling;,therefore I am not happy or I am not sad.,1,1,0
943,If I am outside then I am not inside;and if I am not inside then I am not in my house;but I am outside or I am in my house;,therefore I am not inside or I am not outside.,1,1,0
944,If it is playing then I am not paused;and if I am not paused then I am not watching a movie;but it is playing or I am watching a movie;,therefore I am not paused or I am not playing.,1,1,0
945,If I am in the office then I am not out of work;and if I am not out of work then I am at work;but I am in the office or I am at work;,therefore I am not out of work or I am not in the office.,1,1,0
946,If I am thirsty then I need to drink;and if I need to drink then I am not hydrated;but I am thirsty or I am hydrated;,therefore I need to drink or I am not thirsty.,1,1,0
947,If I am cold then I need to put on a coat;and if I need to put on a coat then it is cold outside;but I am cold or it is not cold outside;,therefore I need to put on a coat or I am not cold.,1,1,0
948,If I am happy then I am smiling;and if I am smiling then I am not sad;but I am happy or I am sad;,therefore I am smiling or I am not happy.,1,1,0
949,If I am nervous then I am sweating;and if I am sweating then I am not calm;but I am nervous or I am calm;,therefore I am sweating or I am not nervous.,1,1,0
950,If I am sick then I have a fever;and if I have a fever then I am not healthy;but I am sick or I am healthy;,therefore I have a fever or I am not sick.,1,1,0
951,If I am failing then I am not doing well;and if I am not doing well then I am not happy;but I am failing or I am happy;,therefore I am not doing well or I am not failing.,1,1,0
952,If I am working then I am not playing;and if I am not playing then I am not having fun;but I am working or I am having fun;,therefore I am not playing or I am not working.,1,1,0
953,If I am studying then I am not watching TV;and if I am not watching TV then I am not wasting time;but I am studying or I am wasting time;,therefore I am not watching TV or I am not studying.,1,1,0
954,If I am outside then I am not inside;and if I am not inside then I am not home;but I am outside or I am home;,therefore I am not inside or I am not outside.,1,1,0
955,If I am eating then I am not fasting;and if I am not fasting then I am not observing a religious holiday;but I am eating or I am observing a religious holiday;,therefore I am not fasting or I am not eating.,1,1,0
956,If the car is running then the engine is on;and if the engine is on then the car is not off;but the car is running or the car is off;,therefore the engine is on or the car is not running.,1,1,0
957,If the light is on then it is not dark;and if it is not dark then it is daytime;but the light is on or it is daytime;,therefore it is not dark or the light is not on.,1,1,0
958,If I am at school then I am not at home;and if I am not at home then I am not sleeping;but I am at school or I am sleeping;,therefore I am not at home or I am not at school.,1,1,0
959,If I am at the library then I am not at the park;and if I am not at the park then I am not playing;but I am at the library or I am playing;,therefore I am not at the park or I am not at the library.,1,1,0
960,If I am at the beach then I am not at the mountains;and if I am not at the mountains then I am not hiking;but I am at the beach or I am hiking;,therefore I am not at the mountains or I am not at the beach.,1,1,0
961,If I am at the movies then I am not at the restaurant;and if I am not at the restaurant then I am not eating;but I am at the movies or I am eating;,therefore I am not at the restaurant or I am not at the movies.,1,1,0
962,If I am at work then I am not at the beach;and if I am not at the beach then I am not relaxing;but I am at work or I am relaxing;,therefore I am not at the beach or I am not at work.,1,1,0
963,If I am at the store then I am not at the office;and if I am not at the office then I am not working;but I am at the store or I am working;,therefore I am not at the office or I am not at the store.,1,1,0
964,If I am at the park then I am not at the gym;and if I am not at the gym then I am not working out;but I am at the park or I am working out;,therefore I am not at the gym or I am not at the park.,1,1,0
965,If I am talking then I am not silent;and if I am not silent then I am making noise;but I am talking or I am not making noise;,therefore I am not silent or I am not talking.,1,1,0
966,If I am walking then I am not stationary;and if I am not stationary then I am in motion;but I am walking or I am not in motion;,therefore I am not stationary or I am not walking.,1,1,0
967,If the room is dark then the light is off;and if the light is off then it is not bright;but the room is dark or it is not bright;,therefore the light is off or the room is not dark.,1,1,0
968,If I am at home then I am not at school;and if I am not at school then I am not learning;but I am at home or I am learning;,therefore I am not at school or I am not at home.,1,1,0
969,If I am at the store then I am not at the library;and if I am not at the library then I am not reading;but I am at the store or I am reading;,therefore I am not at the library or I am not at the store.,1,1,0
970,If I am awake then I am not asleep;and if I am not asleep then I am not dreaming;but I am awake or I am dreaming;,therefore I am not asleep or I am not awake.,1,1,0
971,If I am in the city then I am not in the country;and if I am not in the country then I am not in the mountains;but I am in the city or I am in the mountains;,therefore I am not in the country or I am not in the city.,1,1,0
972,If I am cooking then I am not eating;and if I am not eating then I am not hungry;but I am cooking or I am hungry;,therefore I am not eating or I am not cooking.,1,1,0
973,If I am driving then I am not walking;and if I am not walking then I am not moving;but I am driving or I am moving;,therefore I am not walking or I am not driving.,1,1,0
974,If I am writing then I am not typing;and if I am not typing then I am not using a computer;but I am writing or I am using a computer;,therefore I am not typing or I am not writing.,1,1,0
975,If I am a student then I am not a teacher;and if I am not a teacher then I am not teaching;but I am a student or I am teaching;,therefore I am not a teacher or I am not a student.,1,1,0
976,If I am watching TV then I am not playing a game;and if I am not playing a game then I am not having fun;but I am watching TV or I am having fun;,therefore I am not playing a game or I am not watching TV.,1,1,0
977,If I am a cat then I am not a dog;and if I am not a dog then I am not a pet;but I am a cat or I am a pet;,therefore I am not a dog or I am not a cat.,1,1,0
978,If I am a bird then I am not a mammal;and if I am not a mammal then I am not an animal;but I am a bird or I am an animal;,therefore I am not a mammal or I am not a bird.,1,1,0
979,If I am in the water then I am not on the ground;and if I am not on the ground then I am not on my feet;but I am in the water or I am on my feet;,therefore I am not on the ground or I am not in the water.,1,1,0
980,If I am in the air then I am not on the ground;and if I am not on the ground then I am not on my feet;but I am in the air or I am on my feet;,therefore I am not on the ground or I am not in the air.,1,1,0
981,If I am playing then I am not working;and if I am not working then I am not earning;but I am playing or I am earning;,therefore I am not working or I am not playing.,1,1,0
982,If I am in outer space then I am not on the ground;and if I am not on the ground then I am not on my feet;but I am in outer space or I am on my feet;,therefore I am not on the ground or I am not in outer space.,1,1,0
983,I will go to the store,"Therefore, I will go to the store or I will go to the library.",1,2,1
984,I will clean my house,"Therefore, I will clean my house or I will go for a walk.",1,2,1
985,I will do my homework,"Therefore, I will do my homework or I will watch TV.",1,0,1
986,I will make dinner,"Therefore, I will make dinner or I will order pizza.",1,0,1
987,I will pay my rent,"Therefore, I will pay my rent or I will move out.",1,2,1
988,I will go to the movies,"Therefore, I will go to the movies or I will go to the park.",1,2,1
989,I will take a vacation,"Therefore, I will take a vacation or I will stay home.",1,0,1
990,I will visit my parents,"Therefore, I will visit my parents or I will visit my grandparents.",1,1,0
991,I will get a job,"Therefore, I will get a job or I will go to school.",1,0,1
992,I will buy a new car,"Therefore, I will buy a new car or I will buy a used car.",1,0,1
993,I will go out with my friends,"Therefore, I will go out with my friends or I will stay home.",1,0,1
994,I will take a break,"Therefore, I will take a break or I will keep working.",1,0,1
995,I will finish my project,"Therefore, I will finish my project or I will give up.",1,2,1
996,I will workout,"Therefore, I will workout or I will take a nap.",1,2,1
997,I will eat breakfast,"Therefore, I will eat breakfast or I will make lunch.",1,0,1
998,I will go for a run,"Therefore, I will go for a run or I will walk.",1,0,1
999,I will do laundry,"Therefore, I will do laundry or I will go out.",1,2,1
1000,I will watch a movie,"Therefore, I will watch a movie or I will read a book.",1,0,1
1001,I will go to bed early,"Therefore, I will go to bed early or I will sleep in.",1,0,1
1002,I will study for my exam,"Therefore, I will study for my exam or I will fail.",1,0,1
1003,I will get a haircut,"Therefore, I will get a haircut or I will let my hair grow.",1,0,1
1004,I will go to the gym,"Therefore, I will go to the gym or I will stay home.",1,0,1
1005,I will eat out,"Therefore, I will eat out or I will cook.",1,0,1
1006,I will buy groceries,"Therefore, I will buy groceries or I will go hungry.",1,2,1
1007,I will finish my report,"Therefore, I will finish my report or I will get fired.",1,0,1
1008,I will take my medicine,"Therefore, I will take my medicine or I will get sick.",1,0,1
1009,I will quit my job,"Therefore, I will quit my job or I will get fired.",1,0,1
1010,I will attend my classes,"Therefore, I will attend my classes or I will fail.",1,0,1
1011,I will turn in my assignment,"Therefore, I will turn in my assignment or I will get a zero.",1,1,0
1012,I will graduate,"Therefore, I will graduate or I will drop out.",1,2,1
1013,I will buy a house,"Therefore, I will buy a house or I will rent an apartment.",1,0,1
1014,I will get married,"Therefore, I will get married or I will stay single.",1,0,1
1015,I will have a baby,"Therefore, I will have a baby or I will not have a baby.",1,1,0
1016,I will go on a trip,"Therefore, I will go on a trip or I will stay home.",1,0,1
1017,I will learn a new language,"Therefore, I will learn a new language or I will not learn a new language.",1,0,1
1018,I will change my major,"Therefore, I will change my major or I will not change my major.",1,0,1
1019,I will join a club,"Therefore, I will join a club or I will not join a club.",1,0,1
1020,I will get a new job,"Therefore, I will get a new job or I will not get a new job.",1,0,1
1021,I will move to a new city,"Therefore, I will move to a new city or I will not move to a new city.",1,0,1
1022,I will go back to school,"Therefore, I will go back to school or I will not go back to school.",1,0,1
1023,I will start my own business,"Therefore, I will start my own business or I will not start my own business.",1,0,1
1024,I will sell my house,"Therefore, I will sell my house or I will not sell my house.",1,0,1
1025,I will retire,"Therefore, I will retire or I will not retire.",1,0,1
1026,I will travel the world,"Therefore, I will travel the world or I will not travel the world.",1,1,0
1027,I will write a book,"Therefore, I will write a book or I will not write a book.",1,1,0
1028,I will get in shape,"Therefore, I will get in shape or I will not get in shape.",1,0,1
1029,I will quit smoking,"Therefore, I will quit smoking or I will not quit smoking.",1,0,1
1030,I will learn to play an instrument,"Therefore, I will learn to play an instrument or I will not learn to play an instrument.",1,0,1
1031,I will go sky diving,"Therefore, I will go sky diving or I will not go sky diving.",1,0,1
1032,I will get a pet,"Therefore, I will get a pet or I will not get a pet.",1,0,1
1033,"If you're a doctor, then you must have gone to medical school.  John is a doctor","Therefore, John went to engineering school.",0,2,1
1034,"If you're a teacher, then you must be good at teaching.  Ms.  Smith is a teacher","Therefore, Ms. Smith is good at teaching.",1,1,0
1035,"If you're a basketball player, then you must be good at playing basketball.  Kobe is a basketball player","Therefore, Kobe is bad at playing basketball.",0,0,0
1036,"If you're a musician, then you must be good at playing an instrument.  Beethoven was a musician","Therefore, Beethoven was good at playing an instrument.",1,1,0
1037,"If you're an artist, then you must be good at drawing.  Picasso was an artist","Therefore, Picasso was good at drawing.",1,1,0
1038,"If you're a waiter, then you must be good at serving food.  Bill is a waiter","Therefore, Bill is good at serving food.",1,1,0
1039,"If you're a carpenter, then you must be good at building things.  Frank is a carpenter","Therefore, Frank is good at building things.",1,1,0
1040,"If you're a plumber, then you must be good at fixing pipes.  Joe is a plumber","Therefore, Joe is good at fixing pipes.",1,1,0
1041,"If you're an electrician, then you must be good at wiring.  Tom is an electrician","Therefore, Tom is good at wiring.",1,1,0
1042,"If you're a computer scientist, then you must be good at programming.  Ada is a computer scientist","Therefore, Ada is good at programming.",1,1,0
1043,"If you're a lawyer, then you must be good at arguing.  Sue is a lawyer","Therefore, Sue is good at arguing.",1,1,0
1044,"If you're a dancer, then you must be good at dancing.  Mikhail is a dancer","Therefore, Mikhail is good at dancing.",1,1,0
1045,"If you're a boxer, then you must be good at punching.  Mohammed is a boxer","Therefore, Mohammed is good at punching.",1,1,0
1046,"If you're an athlete, then you must be good at sports.  Jesse is an athlete","Therefore, Jesse is good at sports.",1,1,0
1047,"If you're a chef, then you must be good at cooking.  Gordon is a chef","Therefore, Gordon is good at cooking.",1,1,0
1048,"If you're a babysitter, then you must be good at taking care of kids.  Jenny is a babysitter","Therefore, Jenny is good at taking care of kids.",1,1,0
1049,"If you're a janitor, then you must be good at cleaning.  Jerry is a janitor","Therefore, Jerry is good at cleaning.",1,1,0
1050,"If you're a librarian, then you must be good at organizing books.  Ms.  Nguyen is a librarian","Therefore, Ms. Nguyen is good at organizing books.",1,1,0
1051,"If you're a bus driver, then you must be good at driving.  Mr.  Singh is a bus driver","Therefore, Mr. Singh is good at driving.",1,1,0
1052,"If you're a fisherman, then you must be good at fishing.  Bob is a fisherman","Therefore, Bob is good at fishing.",1,1,0
1053,"If you're a writer, then you must be good at writing.  J. K.  Rowling is a writer","Therefore, J.K. Rowling is good at writing.",1,1,0
1054,"If you're an actor, then you must be good at acting.  Meryl Streep is an actor","Therefore, Meryl Streep is good at acting.",1,1,0
1055,"If you're a singer, then you must be good at singing.  Adele is a singer","Therefore, Adele is good at singing.",1,1,0
1056,"If you're a musician, then you must be good at playing an instrument.  Yo-Yo Ma is a musician","Therefore, Yo-Yo Ma is good at playing an instrument.",1,1,0
1057,"If you're a scientist, then you must be good at experiments.  Marie Curie is a scientist","Therefore, Marie Curie is good at experiments.",1,1,0
1058,"If you're an astronaut, then you must be good at flying.  Neil Armstrong is an astronaut","Therefore, Neil Armstrong is good at flying.",1,1,0
1059,"If you're a doctor, then you must be good at helping people.  Dr.  Jane Smith is a doctor","Therefore, Dr. Jane Smith is good at helping people.",1,1,0
1060,"If you're a nurse, then you must be good at taking care of people.  Nurse Nancy is a nurse","Therefore, Nurse Nancy is not good at taking care of people.",0,0,0
1061,"If you're a fireman, then you must be good at putting out fires.  Fireman Joe is a fireman","Therefore, Fireman Joe is not good at putting out fires.",0,0,0
1062,"If you're a police officer, then you must be good at catching criminals.  Officer James is a police officer","Therefore, Officer James is not good at catching criminals.",0,0,0
1063,"If you're a soldier, then you must be good at following orders.  Sergeant Johnson is a soldier","Therefore, Sergeant Johnson is not good at following orders.",0,0,0
1064,"If you're a businessman, then you must be good at making money.  Mr.  Trump is a businessman","Therefore, Mr. Trump is good at making money.",1,1,0
1065,"If you're a CEO, then you must be good at running a company.  Ms.  Parks is a CEO","Therefore, Ms. Parks is bad at running a company.",0,0,0
1066,"If you're a waitress, then you must be good at taking orders.  Waitress Jill is a waitress","Therefore, Waitress Jill is bad at taking orders.",0,0,0
1067,"If you're a cashier, then you must be good at counting money.  Cashier Karen is a cashier","Therefore, Cashier Karen is bad at counting money.",0,0,0
1068,"If you're a construction worker, then you must be good at building things.  Construction worker Bob is a construction worker","Therefore, Construction worker Bob is bad at building things.",0,0,0
1069,"If you're a mechanic, then you must be good at fixing cars.  Mechanic Tom is a mechanic","Therefore, Mechanic Tom is bad at fixing cars.",0,0,0
1070,"If you're a farmer, then you must be good at growing crops.  Farmer John is a farmer","Therefore, Farmer John is bad at growing crops.",0,0,0
1071,"If you're a factory worker, then you must be good at working on a production line.  Factory worker Andy is a factory worker","Therefore, Factory worker Andy is not good at working on a production line.",0,0,0
1072,"If you're a grocery store worker, then you must be good at stocking shelves.  Grocery store worker Sarah is a grocery store worker","Therefore, Grocery store worker Sarah is not good at stocking shelves.",0,0,0
1073,"If you're a software engineer, then you must be good at coding.  Bill Gates is a software engineer","Therefore, Bill Gates is good at coding.",1,1,0
1074,"If you're a banker, then you must be good at finance.  Jamie Dimon is a banker","Therefore, Jamie Dimon is good at finance.",1,1,0
1075,"If you're a scientist, then you must be good at science.  Marie Curie was a scientist","Therefore, Marie Curie was bad at science.",0,0,0
1076,"If you're a historian, then you must be good at history.  Herodotus was a historian","Therefore, Herodotus was bad at history.",0,0,0
1077,"If you're an electrical engineer, then you must be good at designing electrical systems.  Nikola Tesla was an electrical engineer","Therefore, Nikola Tesla was not good at designing electrical systems.",0,0,0
1078,"If you're a mechanical engineer, then you must be good at designing mechanical systems.  James Watt was a mechanical engineer","Therefore, James Watt was good at designing mechanical systems.",1,1,0
1079,"If you're a chemical engineer, then you must be good at designing chemical processes.  George Washington Carver was a chemical engineer","Therefore, George Washington Carver was bad at designing chemical processes.",0,0,0
1080,"If you're a dog, then you must like to eat bones.  Rover is a dog","Therefore, Rover hates to eat bones.",0,0,0
1081,"If it's cold outside, then I need to wear a coat.  It's cold outside","Therefore, I need not wear a coat.",0,0,0
1082,"If I have a test tomorrow, then I need to study tonight.  I have a test tomorrow","Therefore, I do not have to study tonight.",0,0,0
1083,"If I am sick, then I need to see a doctor.  I am sick","Therefore, I do not need to see a doctor.",0,0,0
1084,Luke got good marks in English,"Therefore, someone got good marks in English.",1,1,0
1085,Mia in Mrs. Nguyen's third period class failed the quiz.,Some of the students in Mrs. Nguyen's third period class failed the quiz.,1,1,0
1086,Every person who goes to the gym regularly is in good shape.,Some people who go to the gym regularly are in good shape.,1,1,0
1087,The moon orbits around Earth.,Some celestial bodies orbit around other celestial bodies.,1,2,1
1088,Mammals have fur.,Some mammals have fur.,1,1,0
1089,Numbers greater than zero is a positive number.,Some numbers greater than zero are positive numbers.,1,1,0
1090,Every triangle has three sides.,Some triangles have three sides.,1,1,0
1091,Every person needs oxygen to live.,Some people need oxygen to live.,1,1,0
1092,Every animal is a living creature.,Some animals are living creatures.,1,1,0
1093,Every mammal breathes air.,Some mammals breathe air.,1,1,0
1094,solids has a definite shape.,Some solids have a definite shape.,1,1,0
1095,gases expand to fill its container.,Some gases expand to fill their container.,1,1,0
1096,liquids has a definite volume.,Some liquids have a definite volume.,1,1,0
1097,objects in motion will eventually come to a stop.,Some objects in motion will eventually come to a stop.,1,1,0
1098,Every action has an equal and opposite reaction.,Some actions have an equal and opposite reaction.,1,1,0
1099,Every force has a cause.,Some forces have a cause.,1,1,0
1100,The hydrogen element on the periodic table is a chemical element.,Some elements on the periodic table are chemical elements.,1,1,0
1101,Every number is either a prime number or a composite number.,Some numbers are either prime numbers or composite numbers.,1,1,0
1102,Every person is either male or female.,Some people are either male or female.,1,1,0
1103,Dogs are either a vertebrate or an invertebrate.,Some dogs are either vertebrates or invertebrates.,1,1,0
1104,Every plant is either a flowering plant or a nonflowering plant.,Some plants are either flowering plants or nonflowering plants.,1,1,0
1105,"Every object is either a solid, a liquid, or a gas.","Some objects are either solid, liquid, or gas.",1,1,0
1106,Every substance is either an acid or a base.,Some substances are either acids or bases.,1,1,0
1107,Every planet is either a gas giant or a terrestrial planet.,Some planets are either gas giants or terrestrial planets.,1,1,0
1108,Every star is either a main sequence star or a post-main sequence star.,Some stars are either main sequence stars or post-main sequence stars.,1,1,0
1109,Every galaxy is either an elliptical galaxy or a spiral galaxy.,Some galaxies are either elliptical galaxies or spiral galaxies.,1,1,0
1110,Every light source is either a point source or an extended source.,Some light sources are either point sources or extended sources.,1,1,0
1111,Every image is either a real image or a virtual image.,Some images are either real images or virtual images.,1,1,0
1112,Every sound is either a pure tone or a complex tone.,Some sounds are either pure tones or complex tones.,1,1,0
1113,Every note is either a pitch or a timbre.,Some notes are either pitches or timbres.,1,1,0
1114,Every chord is either a major chord or a minor chord.,Some chords are either major chords or minor chords.,1,1,0
1115,Every form is either a binary form or a ternary form.,Some forms are either binary forms or ternary forms.,1,1,0
1116,Every living thing needs food to survive.,Some living things need food to survive.,1,1,0
1117,Every plant needs sunlight to grow.,Some plants need sunlight to grow.,1,1,0
1118,Every person needs to drink water to live.,Some people need to drink water to live.,1,1,0
1119,Every number has a square root.,Some numbers have a square root.,1,1,0
1120,Every even number is a multiple of two.,Some even numbers are multiple of two.,1,1,0
1121,Every radioactive element is a chemical element.,Some radioactive elements are chemical elements.,1,1,0
1122,All insects have six legs.,Some insects have six legs.,1,1,0
1123,Every car needs gasoline to run.,Some cars need gasoline to run.,1,1,0
1124,Every person who wants to vote must be 18 years old.,Some people who want to vote must be 18 years old.,1,1,0
1125,Every person who drives a car needs a license.,Some people who drive a car need a license.,1,1,0
1126,All students who take the bus to school are late.,Some students who take the bus to school are late.,1,1,0
1127,Every person who eats unhealthy food is overweight.,Some people who eat unhealthy food are overweight.,1,1,0
1128,All dogs like to play fetch.,Some dogs like to play fetch.,1,1,0
1129,The pizza in the fridge has expired.,Some of the food in the fridge is expired.,1,1,0
1130,Every person who wants to join the army must be a citizen.,Some people who want to join the army must be a citizen.,1,1,0
1131,The chairs in this store are on sale.,Some of the furniture in this store is on sale.,1,1,0
1132,Shawn needs a mortgage to buy a house.,Some people who want to buy a house need a mortgage.,1,1,0
1133,Macbooks in the lab are broken.,Some of the computers in the lab are broken.,1,1,0
1134,If the sun is shining then it is daytime; and if the moon is out then it is night time; but the sun is out or it is not night time.,therefore it is daytime or the moon is not out.,1,1,0
1135,If I have a headache then I am sick; and if I am sick then I am contagious; but I have a headache or I am not contagious; ,therefore I am sick or I am not contagious.,1,1,0
1136,If I am tired then I need to sleep; and if I need to sleep then I am not rested; but I am tired or I am rested; ,therefore I need to sleep or I am not tired.,1,1,0
1137,If I am hungry then I need to eat; and if I need to eat then I am not full; but I am hungry or I am full; ,therefore I need to eat or I am not hungry.,1,1,0
1138,If the sky is blue then it is daytime; and if the sun is out then it is daytime; but the sky is blue or it is not daytime; ,therefore the sun is out or it is not daytime.,1,1,0
1139,"If it is raining, then the ground is wet. It is raining.","Therefore, the ground is wet.",1,1,0
1140,"If I eat breakfast, then I won't feel hungry during my classes. I ate breakfast.","Therefore, I do not feel hungry during my classes.",1,0,1
1141,"If you're a cat, then you must like to sleep. Snickers is a cat.","Therefore, Snickers likes to sleep.",1,1,0
1142,"If you're a bird, then you must be able to fly. Tweety is a bird.","Therefore, Tweety can fly.",1,1,0
1143,"If you're a programmer, then you must be good at coding. Luke is a programmer.","Therefore, Luke can code.",1,1,0
1144,"Mike asserts that the earth is flat.. Daymond asserts that the earth is a sphere.. When Mike asserts something, he is normally right.. When Daymond asserts something, he is normally right.. Daymond's evidence is more reliable than Mike's.",The earth is a sphere.,1,1,0
1145,Jack believes that men working as construction workers should be paid more as compared to women.. Mary  belives that women should receive equal pay as men even as a construction worker.. Jack's has proof that men are more productive as construction workers.,Men and women working as construction workers should be paid equally.,0,1,1
1146,Robert asserts that objects fall downwards on earth due to gravity.. Patrica asserts that objects falling downwards on earth is a random phenomenon.. When Robert asserts something he is normally right.. When Patrica asserts something he is normally right.. Robert's evidence is more convincing than Patrica's.,Objects fall downwards on earth due to gravity.,1,0,1
1147,"John believes that men are better drivers.. Jane believes that women are just as good as men when it comes to driving.. When believes something, he is generaally right.. When Jane believes something, she isi generlly right. Jane's evidence is more reliable than John's.",Men are better drivers than women.,0,1,1
1148,Bill believes that the government should not provide healthcare.. Ted  belives that the government should provide healthcare.. Bill's has proof that the government is not efficient in providing healthcare.,The government should not provide healthcare.,1,1,0
1149,"If you're a student, then you must attend school. Mike is a student. ","Therefore, Mike attends school.",1,1,0
1150,"If you get 97 on the final exam, then you get an A for the course.","Jane gets 98 on the final exam. Therefore, Jane gets an A for the course.",1,1,0
1151,"If you're a cat, then you must like to sleep. Snickers is a cat.","Therefore, Snickers likes to sleep.",1,1,0
1152,"If you're a bird, then you must be able to fly. Tweety is a bird.","Therefore, Tweety can fly.",1,1,0
1153,"If you're a programmer, then you must be good at coding. Luke is a programmer.","Therefore, Luke can code.",1,1,0
1154,Bob is a software developer.. Software developers generally take a cab when it's raining.. A few software developers enjoy walking back in the rain.,Bob takes a cab when it's raining.,1,1,0
1155,Earth is a planet in our universe.. The sun is at the center of our universe.. Every planet revolves around the sun.,Every planet revolves around the earth.,0,1,1
1156,"Objects fall downwards when dropped from a standstill.. On Earth, gravity pulls all objects towards the ground.. Objects float while dropped in the moon.","On Earth, objects fall downwards due to gravity.",1,2,1
1157,Khan is a bodybuilder.. Bodybuilders visit the gym almost everyday and train.. Some bodybuilders do not hit the gym regularly.,Khan visits the gym almost everyday.,1,0,1
1158,Kate and Luke are footballers.. Footballers generally train during the weekend.. Kate did not go to training this weekend.,Luke is a footballer.,1,1,0
1159,I will listen to music.,"Therefore, I will listen to music or I will sleep.",1,0,1
1160,John went to play fooball.,"therefore, John would play football or referee the game.",1,2,1
1161,I will go for a walk.,"Therefore, I will go for a walk or take my bike.",1,2,1
1162,I will eat healthy.,"Therefore, I will each healthy or I will exercise.",1,2,1
1163,I will study for my test.,"Therefore, I will study for my test or I will take a break.",1,2,1
1164,Mike and Luke are going to a movie.. People take a bus to get to the movie.. Mike did not take the bus.,Mike is going to the  movie.,0,1,1
1165,Dark clouds in during the day indicate incoming rain.. People generally take umbrella when it is raining.. Shawn is carrying an umbrella.,It will rain in Shawn's area.,1,1,0
1166,A and B are vegetarians.. Vegetarians do not eat meat products.. A prepared a chicken dish for the guests.,A is a non-vegetarian.,0,0,0
1167,Lara and Ronaldo are footballers.. Footballers generally train during the weekend.. Lara did not go to training this weekend.,Lara is not a footballer.,0,1,1
1168,Busses stop at a designated area to pick the passengers. Bus stops generally have a bus stop sign.. Mike was waiting by the side of the road.,Mike is not waiting for the bus.,1,0,1
1169,"After an action is performed, things normally remain as they were.. Any time a robot grabs a fruit, the fruit will be in its hand.. If a fruit is in the hand, then, after the robot squeezes the fruit, the fruit becomes soggy.. Initially the fruit is not in the hand of the robot.","After the robot grabs a fruit, waits, and then squeezes the fruit, the fruit will be soggy.",1,1,0
1170,"After an action is performed, things normally remain as they were.. Any time the robot grabs a key, the key will be in its hand.. If a key is in the hand, then, after the robot unlocks the door, the key will be in the door.. Initially, the key is not in the hand.. Initially, the key is not in the door.","After the robot grabs a key, waits, and then unlocks the door, the key will be in the door.",1,1,0
1171,"Any time the robot grasps a book, the book will be in the backpack.. If a book is in the backpack, then, after the robot moves the backpack onto the table, the book will be on the table.. Initially, the book is not in the backpack.. Initially, the book is not on the table.","After the robot grasps a book, waits, and then places the backpack on the table, the book will be on the table.",1,1,0
